DateLake,LakeLevel_m,Flow_L_s
31/03/2016 0:00,342.628,33741
1/04/2016 0:00,342.626,22307
2/04/2016 0:00,342.629,40444
3/04/2016 0:00,342.612,104395
4/04/2016 0:00,342.558,141586
5/04/2016 0:00,342.469,191868
6/04/2016 0:00,342.375,189078
7/04/2016 0:00,342.282,186602
8/04/2016 0:00,342.203,183790
9/04/2016 0:00,342.124,166283
10/04/2016 0:00,342.063,99299
11/04/2016 0:00,342.042,75306
12/04/2016 0:00,342.041,54186
13/04/2016 0:00,342.041,103593
14/04/2016 0:00,342.001,116694
15/04/2016 0:00,341.928,150329
16/04/2016 0:00,341.862,149416
17/04/2016 0:00,341.782,148559
18/04/2016 0:00,341.705,162639
19/04/2016 0:00,341.617,139032
20/04/2016 0:00,341.584,82219
21/04/2016 0:00,341.505,193232
22/04/2016 0:00,341.404,193768
23/04/2016 0:00,341.315,175310
24/04/2016 0:00,341.235,193555
25/04/2016 0:00,341.128,193470
26/04/2016 0:00,341.023,193274
27/04/2016 0:00,340.918,193697
28/04/2016 0:00,340.813,191506
29/04/2016 0:00,340.732,117837
30/04/2016 0:00,340.658,151546
1/05/2016 0:00,340.568,192670
2/05/2016 0:00,340.468,192522
3/05/2016 0:00,340.384,192494
4/05/2016 0:00,340.292,192059
5/05/2016 0:00,340.277,149869
6/05/2016 0:00,340.253,66410
7/05/2016 0:00,340.254,22054
8/05/2016 0:00,340.254,65187
9/05/2016 0:00,340.214,120248
10/05/2016 0:00,340.16,159170
11/05/2016 0:00,340.119,125033
12/05/2016 0:00,340.222,22432
13/05/2016 0:00,340.438,13084
14/05/2016 0:00,340.55,12968
15/05/2016 0:00,340.645,12959
16/05/2016 0:00,340.793,12985
17/05/2016 0:00,340.949,12946
18/05/2016 0:00,341.041,12958
19/05/2016 0:00,341.102,12947
20/05/2016 0:00,341.144,12969
21/05/2016 0:00,341.184,12960
22/05/2016 0:00,341.22,12957
23/05/2016 0:00,341.248,11677
24/05/2016 0:00,341.278,6109
25/05/2016 0:00,341.305,7261
26/05/2016 0:00,341.328,39435
27/05/2016 0:00,341.318,67326
28/05/2016 0:00,341.307,43087
29/05/2016 0:00,341.316,42899
30/05/2016 0:00,341.318,36087
31/05/2016 0:00,341.32,38720
1/06/2016 0:00,341.309,79160
2/06/2016 0:00,341.274,104351
3/06/2016 0:00,341.224,115756
4/06/2016 0:00,341.17,110250
5/06/2016 0:00,341.12,102437
6/06/2016 0:00,341.071,128998
7/06/2016 0:00,340.993,169714
8/06/2016 0:00,340.901,181616
9/06/2016 0:00,340.817,188978
10/06/2016 0:00,340.876,119753
11/06/2016 0:00,341.009,16586
12/06/2016 0:00,341.079,16225
13/06/2016 0:00,341.129,16045
14/06/2016 0:00,341.172,27216
15/06/2016 0:00,341.188,53873
16/06/2016 0:00,341.195,61776
17/06/2016 0:00,341.197,51990
18/06/2016 0:00,341.192,76633
19/06/2016 0:00,341.164,105879
20/06/2016 0:00,341.13,123702
21/06/2016 0:00,341.097,107005
22/06/2016 0:00,341.108,50965
23/06/2016 0:00,341.179,33770
24/06/2016 0:00,341.22,26796
25/06/2016 0:00,341.25,18201
26/06/2016 0:00,341.262,94720
27/06/2016 0:00,341.224,135067
28/06/2016 0:00,341.163,164564
29/06/2016 0:00,341.083,183964
30/06/2016 0:00,340.988,194770
1/07/2016 0:00,340.893,195099
2/07/2016 0:00,340.795,194451
3/07/2016 0:00,340.701,193408
4/07/2016 0:00,340.608,194715
5/07/2016 0:00,340.508,193255
6/07/2016 0:00,340.414,193592
7/07/2016 0:00,340.315,193378
8/07/2016 0:00,340.213,192123
9/07/2016 0:00,340.116,190682
10/07/2016 0:00,340.023,145483
11/07/2016 0:00,339.97,66394
12/07/2016 0:00,339.962,53773
13/07/2016 0:00,340.015,68686
14/07/2016 0:00,340.231,17500
15/07/2016 0:00,340.327,17326
16/07/2016 0:00,340.377,17147
17/07/2016 0:00,340.413,31587
18/07/2016 0:00,340.425,43888
19/07/2016 0:00,340.447,43892
20/07/2016 0:00,340.46,64077
21/07/2016 0:00,340.443,84553
22/07/2016 0:00,340.422,93708
23/07/2016 0:00,340.393,104056
24/07/2016 0:00,340.435,90774
25/07/2016 0:00,340.457,76263
26/07/2016 0:00,340.454,100384
27/07/2016 0:00,340.426,119708
28/07/2016 0:00,340.418,95291
29/07/2016 0:00,340.403,94881
30/07/2016 0:00,340.397,94725
31/07/2016 0:00,340.382,94424
1/08/2016 0:00,340.353,103058
2/08/2016 0:00,340.313,129781
3/08/2016 0:00,340.263,121730
4/08/2016 0:00,340.224,80999
5/08/2016 0:00,340.209,31265
6/08/2016 0:00,340.216,12754
7/08/2016 0:00,340.232,18030
8/08/2016 0:00,340.237,59554
9/08/2016 0:00,340.207,103620
10/08/2016 0:00,340.167,79452
11/08/2016 0:00,340.14,71804
12/08/2016 0:00,340.114,76058
13/08/2016 0:00,340.056,149107
14/08/2016 0:00,339.982,146216
15/08/2016 0:00,339.907,143261
16/08/2016 0:00,339.836,143036
17/08/2016 0:00,339.762,154168
18/08/2016 0:00,339.675,177291
19/08/2016 0:00,339.58,161887
20/08/2016 0:00,339.516,112724
21/08/2016 0:00,339.466,123132
22/08/2016 0:00,339.405,140141
23/08/2016 0:00,339.336,140188
24/08/2016 0:00,339.265,162272
25/08/2016 0:00,339.18,142805
26/08/2016 0:00,339.158,74682
27/08/2016 0:00,339.093,192360
28/08/2016 0:00,338.998,191251
29/08/2016 0:00,338.898,193584
30/08/2016 0:00,338.798,192200
31/08/2016 0:00,338.705,143472
1/09/2016 0:00,338.677,56580
2/09/2016 0:00,338.663,51289
3/09/2016 0:00,338.663,35069
4/09/2016 0:00,338.675,34904
5/09/2016 0:00,338.731,34861
6/09/2016 0:00,338.766,34817
7/09/2016 0:00,338.793,23449
8/09/2016 0:00,338.805,32024
9/09/2016 0:00,338.798,73771
10/09/2016 0:00,338.784,57965
11/09/2016 0:00,338.772,57765
12/09/2016 0:00,338.76,45974
13/09/2016 0:00,338.75,35388
14/09/2016 0:00,338.753,35060
15/09/2016 0:00,338.75,34670
16/09/2016 0:00,338.762,38945
17/09/2016 0:00,338.802,36379
18/09/2016 0:00,338.822,38157
19/09/2016 0:00,338.832,35106
20/09/2016 0:00,338.84,34717
21/09/2016 0:00,338.845,34559
22/09/2016 0:00,338.848,45471
23/09/2016 0:00,338.842,57097
24/09/2016 0:00,338.831,50753
25/09/2016 0:00,338.823,43692
26/09/2016 0:00,338.819,43483
27/09/2016 0:00,338.813,43366
28/09/2016 0:00,338.809,43287
29/09/2016 0:00,338.805,43207
30/09/2016 0:00,338.801,43079
1/10/2016 0:00,338.799,39875
2/10/2016 0:00,338.803,34530
3/10/2016 0:00,338.81,34478
4/10/2016 0:00,338.82,34409
5/10/2016 0:00,338.832,34406
6/10/2016 0:00,338.837,45773
7/10/2016 0:00,338.827,58175
8/10/2016 0:00,338.819,60102
9/10/2016 0:00,338.796,59864
10/10/2016 0:00,338.783,59598
11/10/2016 0:00,338.781,34023
12/10/2016 0:00,338.887,14275
13/10/2016 0:00,338.95,11256
14/10/2016 0:00,339.001,11273
15/10/2016 0:00,339.047,11202
16/10/2016 0:00,339.1,11150
17/10/2016 0:00,339.145,11142
18/10/2016 0:00,339.199,22118
19/10/2016 0:00,339.255,22847
20/10/2016 0:00,339.346,11287
21/10/2016 0:00,339.421,11257
22/10/2016 0:00,339.471,11247
23/10/2016 0:00,339.51,11238
24/10/2016 0:00,339.547,11234
25/10/2016 0:00,339.578,34749
26/10/2016 0:00,339.591,32311
27/10/2016 0:00,339.611,31164
28/10/2016 0:00,339.645,11682
29/10/2016 0:00,339.696,11577
30/10/2016 0:00,339.73,11541
31/10/2016 0:00,339.76,20854
1/11/2016 0:00,339.775,34408
2/11/2016 0:00,339.776,50880
3/11/2016 0:00,339.78,34783
4/11/2016 0:00,339.789,19424
5/11/2016 0:00,339.804,29705
6/11/2016 0:00,339.823,57596
7/11/2016 0:00,339.856,38777
8/11/2016 0:00,339.89,16800
9/11/2016 0:00,339.971,16232
10/11/2016 0:00,340.047,11772
11/11/2016 0:00,340.092,11445
12/11/2016 0:00,340.12,11435
13/11/2016 0:00,340.161,11386
14/11/2016 0:00,340.193,11408
15/11/2016 0:00,340.296,11404
16/11/2016 0:00,340.401,11377
17/11/2016 0:00,340.458,11413
18/11/2016 0:00,340.516,11371
19/11/2016 0:00,340.566,11350
20/11/2016 0:00,340.593,11347
21/11/2016 0:00,340.631,11351
22/11/2016 0:00,340.654,11398
23/11/2016 0:00,340.688,11394
24/11/2016 0:00,340.723,11442
25/11/2016 0:00,340.791,11443
26/11/2016 0:00,340.868,11455
27/11/2016 0:00,340.94,11433
28/11/2016 0:00,340.979,11447
29/11/2016 0:00,341.031,11450
30/11/2016 0:00,341.066,11500
1/12/2016 0:00,341.1,11524
2/12/2016 0:00,341.131,11524
3/12/2016 0:00,341.169,24284
4/12/2016 0:00,341.178,11811
5/12/2016 0:00,341.206,11446
6/12/2016 0:00,341.241,11436
7/12/2016 0:00,341.278,11466
8/12/2016 0:00,341.35,11780
9/12/2016 0:00,341.406,11547
10/12/2016 0:00,341.461,11195
11/12/2016 0:00,341.492,11069
12/12/2016 0:00,341.519,11201
13/12/2016 0:00,341.552,11169
14/12/2016 0:00,341.584,11163
15/12/2016 0:00,341.667,11186
16/12/2016 0:00,341.729,11157
17/12/2016 0:00,341.754,11123
18/12/2016 0:00,341.8,11139
19/12/2016 0:00,341.847,11144
20/12/2016 0:00,341.862,11153
21/12/2016 0:00,341.897,11199
22/12/2016 0:00,342.006,11225
23/12/2016 0:00,342.066,11197
24/12/2016 0:00,342.104,11195
25/12/2016 0:00,342.133,11220
26/12/2016 0:00,342.163,11195
27/12/2016 0:00,342.209,11203
28/12/2016 0:00,342.223,11212
29/12/2016 0:00,342.24,11197
30/12/2016 0:00,342.261,11180
31/12/2016 0:00,342.287,27288
1/01/2017 0:00,342.332,11664
2/01/2017 0:00,342.341,11342
3/01/2017 0:00,342.367,25496
4/01/2017 0:00,342.379,17157
5/01/2017 0:00,342.391,33815
6/01/2017 0:00,342.409,17310
7/01/2017 0:00,342.4,28928
8/01/2017 0:00,342.403,57208
9/01/2017 0:00,342.39,17305
10/01/2017 0:00,342.398,21860
11/01/2017 0:00,342.402,48649
12/01/2017 0:00,342.435,26831
13/01/2017 0:00,342.464,13508
14/01/2017 0:00,342.482,13428
15/01/2017 0:00,342.487,60257
16/01/2017 0:00,342.474,45086
17/01/2017 0:00,342.484,45035
18/01/2017 0:00,342.532,44787
19/01/2017 0:00,342.675,15093
20/01/2017 0:00,342.74,12574
21/01/2017 0:00,342.772,12710
22/01/2017 0:00,342.812,32926
23/01/2017 0:00,342.848,29785
24/01/2017 0:00,342.892,12367
25/01/2017 0:00,342.947,11654
26/01/2017 0:00,342.994,11553
27/01/2017 0:00,343.047,11524
28/01/2017 0:00,343.088,11476
29/01/2017 0:00,343.134,11400
30/01/2017 0:00,343.15,11375
31/01/2017 0:00,343.199,11400
1/02/2017 0:00,343.329,11415
2/02/2017 0:00,343.398,11401
3/02/2017 0:00,343.445,11359
4/02/2017 0:00,343.466,27519
5/02/2017 0:00,343.482,11680
6/02/2017 0:00,343.51,11457
7/02/2017 0:00,343.539,11437
8/02/2017 0:00,343.562,11375
9/02/2017 0:00,343.586,11314
10/02/2017 0:00,343.615,11416
11/02/2017 0:00,343.624,11443
12/02/2017 0:00,343.646,11401
13/02/2017 0:00,343.684,11477
14/02/2017 0:00,343.757,11594
15/02/2017 0:00,343.786,11518
16/02/2017 0:00,343.796,11661
17/02/2017 0:00,343.815,11584
18/02/2017 0:00,343.833,11488
19/02/2017 0:00,343.849,11457
20/02/2017 0:00,343.862,33154
21/02/2017 0:00,343.863,77030
22/02/2017 0:00,343.833,125955
23/02/2017 0:00,343.781,124811
24/02/2017 0:00,343.735,90994
25/02/2017 0:00,343.701,107720
26/02/2017 0:00,343.645,125426
27/02/2017 0:00,343.589,124728
28/02/2017 0:00,343.529,159482
1/03/2017 0:00,343.44,185585
2/03/2017 0:00,343.347,185107
3/03/2017 0:00,343.268,184082
4/03/2017 0:00,343.179,79298
5/03/2017 0:00,343.17,48456
6/03/2017 0:00,343.146,45801
7/03/2017 0:00,343.102,89640
8/03/2017 0:00,343.048,125990
9/03/2017 0:00,342.993,92852
10/03/2017 0:00,342.939,124277
11/03/2017 0:00,342.886,88993
12/03/2017 0:00,342.849,76266
13/03/2017 0:00,342.806,111568
14/03/2017 0:00,342.736,171040
15/03/2017 0:00,342.64,197152
16/03/2017 0:00,342.537,197512
17/03/2017 0:00,342.441,150904
18/03/2017 0:00,342.392,13805
19/03/2017 0:00,342.399,13251
20/03/2017 0:00,342.417,13105
21/03/2017 0:00,342.393,20173
22/03/2017 0:00,342.381,60972
23/03/2017 0:00,342.342,112681
24/03/2017 0:00,342.26,191672
25/03/2017 0:00,342.169,101828
26/03/2017 0:00,342.132,106092
27/03/2017 0:00,342.066,171837
28/03/2017 0:00,341.971,196952
29/03/2017 0:00,341.866,196663
30/03/2017 0:00,341.789,89248
31/03/2017 0:00,341.754,93803
1/04/2017 0:00,341.705,93430
2/04/2017 0:00,341.658,99869
3/04/2017 0:00,341.586,123165
4/04/2017 0:00,341.513,147884
5/04/2017 0:00,341.421,179831
6/04/2017 0:00,341.312,196643
7/04/2017 0:00,341.208,172185
8/04/2017 0:00,341.148,54240
9/04/2017 0:00,341.122,54380
10/04/2017 0:00,341.075,143650
11/04/2017 0:00,340.993,146146
12/04/2017 0:00,340.962,146075
13/04/2017 0:00,340.927,113370
14/04/2017 0:00,340.925,38132
15/04/2017 0:00,340.939,32344
16/04/2017 0:00,340.934,35295
17/04/2017 0:00,340.921,83794
18/04/2017 0:00,340.867,133465
19/04/2017 0:00,340.784,161959
20/04/2017 0:00,340.696,161055
21/04/2017 0:00,340.612,130124
22/04/2017 0:00,340.571,66945
23/04/2017 0:00,340.541,74787
24/04/2017 0:00,340.482,147197
25/04/2017 0:00,340.401,146488
26/04/2017 0:00,340.326,146815
27/04/2017 0:00,340.244,147412
28/04/2017 0:00,340.172,134165
29/04/2017 0:00,340.123,67073
30/04/2017 0:00,340.091,80504
1/05/2017 0:00,340.058,104871
2/05/2017 0:00,340.01,104525
3/05/2017 0:00,339.999,68524
4/05/2017 0:00,340.059,12701
5/05/2017 0:00,340.078,17550
6/05/2017 0:00,340.08,53940
7/05/2017 0:00,340.064,73678
8/05/2017 0:00,340.025,105131
9/05/2017 0:00,339.983,51842
10/05/2017 0:00,339.969,54155
11/05/2017 0:00,339.956,62386
12/05/2017 0:00,339.94,59157
13/05/2017 0:00,339.915,69201
14/05/2017 0:00,339.892,54367
15/05/2017 0:00,339.865,94969
16/05/2017 0:00,339.813,105733
17/05/2017 0:00,339.769,87818
18/05/2017 0:00,339.746,54693
19/05/2017 0:00,339.735,32489
20/05/2017 0:00,339.721,35073
21/05/2017 0:00,339.708,55845
22/05/2017 0:00,339.683,81454
23/05/2017 0:00,339.646,81269
24/05/2017 0:00,339.609,81180
25/05/2017 0:00,339.576,81001
26/05/2017 0:00,339.537,66226
27/05/2017 0:00,339.523,36042
28/05/2017 0:00,339.516,41147
29/05/2017 0:00,339.494,74081
30/05/2017 0:00,339.461,73978
31/05/2017 0:00,339.429,69754
1/06/2017 0:00,339.406,55067
2/06/2017 0:00,339.389,44253
3/06/2017 0:00,339.378,35911
4/06/2017 0:00,339.364,35861
5/06/2017 0:00,339.351,58574
6/06/2017 0:00,339.317,87777
7/06/2017 0:00,339.257,123253
8/06/2017 0:00,339.19,100711
9/06/2017 0:00,339.154,62098
10/06/2017 0:00,339.125,35141
11/06/2017 0:00,339.108,77812
12/06/2017 0:00,339.065,126285
13/06/2017 0:00,339.025,136022
14/06/2017 0:00,338.95,135919
15/06/2017 0:00,338.907,72624
16/06/2017 0:00,338.854,101058
17/06/2017 0:00,338.832,23119
18/06/2017 0:00,338.833,12251
19/06/2017 0:00,338.834,12095
20/06/2017 0:00,338.837,12003
21/06/2017 0:00,338.847,11932
22/06/2017 0:00,338.856,11966
23/06/2017 0:00,338.88,11900
24/06/2017 0:00,338.891,11878
25/06/2017 0:00,338.898,24745
26/06/2017 0:00,338.891,60450
27/06/2017 0:00,338.861,75272
28/06/2017 0:00,338.825,75068
29/06/2017 0:00,338.791,74830
30/06/2017 0:00,338.76,56852
1/07/2017 0:00,338.78,12133
2/07/2017 0:00,338.821,28778
3/07/2017 0:00,338.829,51418
4/07/2017 0:00,338.821,53077
5/07/2017 0:00,338.808,52852
6/07/2017 0:00,338.792,52603
7/07/2017 0:00,338.773,41518
8/07/2017 0:00,338.768,11974
9/07/2017 0:00,338.773,23768
10/07/2017 0:00,338.764,65608
11/07/2017 0:00,338.731,74602
12/07/2017 0:00,338.693,89902
13/07/2017 0:00,338.634,124935
14/07/2017 0:00,338.569,109015
15/07/2017 0:00,338.533,43876
16/07/2017 0:00,338.516,37368
17/07/2017 0:00,338.525,32457
18/07/2017 0:00,338.537,32237
19/07/2017 0:00,338.538,32174
20/07/2017 0:00,338.534,32046
21/07/2017 0:00,338.529,21737
22/07/2017 0:00,338.554,11765
23/07/2017 0:00,338.571,21069
24/07/2017 0:00,338.583,38029
25/07/2017 0:00,338.588,38000
26/07/2017 0:00,338.586,41063
27/07/2017 0:00,338.583,65828
28/07/2017 0:00,338.56,86352
29/07/2017 0:00,338.55,27154
30/07/2017 0:00,338.554,33967
31/07/2017 0:00,338.555,52672
1/08/2017 0:00,338.555,52426
2/08/2017 0:00,338.55,52399
3/08/2017 0:00,338.543,52184
4/08/2017 0:00,338.529,45961
5/08/2017 0:00,338.522,23440
6/08/2017 0:00,338.544,28561
7/08/2017 0:00,338.568,52480
8/08/2017 0:00,338.572,52427
9/08/2017 0:00,338.593,52320
10/08/2017 0:00,338.62,40732
11/08/2017 0:00,338.643,17826
12/08/2017 0:00,338.69,11805
13/08/2017 0:00,338.733,11882
14/08/2017 0:00,338.759,49046
15/08/2017 0:00,338.768,52598
16/08/2017 0:00,338.772,66726
17/08/2017 0:00,338.835,79083
18/08/2017 0:00,338.946,44570
19/08/2017 0:00,339.007,16569
20/08/2017 0:00,339.047,17487
21/08/2017 0:00,339.074,52739
22/08/2017 0:00,339.083,43355
23/08/2017 0:00,339.099,39510
24/08/2017 0:00,339.102,52739
25/08/2017 0:00,339.097,52713
26/08/2017 0:00,339.093,35166
27/08/2017 0:00,339.109,34352
28/08/2017 0:00,339.127,34348
29/08/2017 0:00,339.155,24329
30/08/2017 0:00,339.177,13032
31/08/2017 0:00,339.197,12991
1/09/2017 0:00,339.214,12963
2/09/2017 0:00,339.232,12904
3/09/2017 0:00,339.248,12882
4/09/2017 0:00,339.26,24972
5/09/2017 0:00,339.27,23384
6/09/2017 0:00,339.301,12793
7/09/2017 0:00,339.341,12739
8/09/2017 0:00,339.376,12729
9/09/2017 0:00,339.411,12734
10/09/2017 0:00,339.426,12736
11/09/2017 0:00,339.443,19319
12/09/2017 0:00,339.454,17485
13/09/2017 0:00,339.471,11835
14/09/2017 0:00,339.501,11797
15/09/2017 0:00,339.622,11842
16/09/2017 0:00,339.815,11850
17/09/2017 0:00,339.891,11878
18/09/2017 0:00,339.952,11870
19/09/2017 0:00,340.008,11871
20/09/2017 0:00,340.053,11878
21/09/2017 0:00,340.091,11910
22/09/2017 0:00,340.126,11927
23/09/2017 0:00,340.164,11946
24/09/2017 0:00,340.201,11969
25/09/2017 0:00,340.345,12035
26/09/2017 0:00,340.503,12072
27/09/2017 0:00,340.561,12090
28/09/2017 0:00,340.614,12087
29/09/2017 0:00,340.662,12118
30/09/2017 0:00,340.689,12120
1/10/2017 0:00,340.718,12135
2/10/2017 0:00,340.753,12122
3/10/2017 0:00,340.777,12135
4/10/2017 0:00,340.808,12146
5/10/2017 0:00,340.815,12103
6/10/2017 0:00,340.839,11852
7/10/2017 0:00,340.858,11851
8/10/2017 0:00,340.875,12008
9/10/2017 0:00,340.895,12081
10/10/2017 0:00,340.92,16880
11/10/2017 0:00,340.936,29482
12/10/2017 0:00,340.947,44000
13/10/2017 0:00,340.961,24245
14/10/2017 0:00,340.978,11893
15/10/2017 0:00,340.998,11841
16/10/2017 0:00,341.007,11823
17/10/2017 0:00,341.023,11825
18/10/2017 0:00,341.033,11818
19/10/2017 0:00,341.047,11832
20/10/2017 0:00,341.074,11826
21/10/2017 0:00,341.101,11843
22/10/2017 0:00,341.13,11840
23/10/2017 0:00,341.146,11834
24/10/2017 0:00,341.163,11941
25/10/2017 0:00,341.181,18849
26/10/2017 0:00,341.189,34599
27/10/2017 0:00,341.189,43860
28/10/2017 0:00,341.187,43717
29/10/2017 0:00,341.183,43658
30/10/2017 0:00,341.183,50623
31/10/2017 0:00,341.178,57420
1/11/2017 0:00,341.176,57185
2/11/2017 0:00,341.179,48089
3/11/2017 0:00,341.205,23319
4/11/2017 0:00,341.271,30578
5/11/2017 0:00,341.312,64163
6/11/2017 0:00,341.321,40721
7/11/2017 0:00,341.329,57581
8/11/2017 0:00,341.394,57474
9/11/2017 0:00,341.446,40383
10/11/2017 0:00,341.455,34217
11/11/2017 0:00,341.468,34198
12/11/2017 0:00,341.481,34165
13/11/2017 0:00,341.494,41749
14/11/2017 0:00,341.496,57685
15/11/2017 0:00,341.494,57355
16/11/2017 0:00,341.493,75696
17/11/2017 0:00,341.477,57910
18/11/2017 0:00,341.466,57631
19/11/2017 0:00,341.463,64623
20/11/2017 0:00,341.455,57733
21/11/2017 0:00,341.453,57674
22/11/2017 0:00,341.451,57521
23/11/2017 0:00,341.451,57333
24/11/2017 0:00,341.453,58822
25/11/2017 0:00,341.448,60843
26/11/2017 0:00,341.449,60728
27/11/2017 0:00,341.448,60617
28/11/2017 0:00,341.445,60644
29/11/2017 0:00,341.436,60396
30/11/2017 0:00,341.434,60135
1/12/2017 0:00,341.431,59823
2/12/2017 0:00,341.439,44972
3/12/2017 0:00,341.416,94734
4/12/2017 0:00,341.381,111655
5/12/2017 0:00,341.32,172602
6/12/2017 0:00,341.221,197195
7/12/2017 0:00,341.136,195858
8/12/2017 0:00,341.053,182364
9/12/2017 0:00,341.019,89792
10/12/2017 0:00,341.048,58156
11/12/2017 0:00,341.047,57963
12/12/2017 0:00,341.024,58797
13/12/2017 0:00,341.016,61283
14/12/2017 0:00,341.008,61386
15/12/2017 0:00,341.005,61048
16/12/2017 0:00,340.978,38266
17/12/2017 0:00,340.985,33047
18/12/2017 0:00,340.986,33022
19/12/2017 0:00,341.005,32985
20/12/2017 0:00,340.984,44931
21/12/2017 0:00,340.975,64408
22/12/2017 0:00,340.933,90189
23/12/2017 0:00,340.926,11807
24/12/2017 0:00,340.941,11214
25/12/2017 0:00,340.957,11152
26/12/2017 0:00,340.948,28485
27/12/2017 0:00,340.941,16808
28/12/2017 0:00,340.94,42158
29/12/2017 0:00,340.932,27719
30/12/2017 0:00,340.939,18375
31/12/2017 0:00,340.946,12121
1/01/2018 0:00,340.946,13844
2/01/2018 0:00,340.943,58064
3/01/2018 0:00,340.931,27332
4/01/2018 0:00,340.93,13853
5/01/2018 0:00,340.929,23364
6/01/2018 0:00,340.92,33189
7/01/2018 0:00,340.912,60463
8/01/2018 0:00,340.906,15493
9/01/2018 0:00,340.904,21908
10/01/2018 0:00,340.896,39583
11/01/2018 0:00,340.887,43683
12/01/2018 0:00,340.891,31873
13/01/2018 0:00,340.898,22047
14/01/2018 0:00,340.904,21990
15/01/2018 0:00,340.905,21921
16/01/2018 0:00,340.9,27874
17/01/2018 0:00,340.89,64362
18/01/2018 0:00,340.889,57381
19/01/2018 0:00,340.882,57233
20/01/2018 0:00,340.875,57144
21/01/2018 0:00,340.844,56897
22/01/2018 0:00,340.838,19707
23/01/2018 0:00,340.854,33115
24/01/2018 0:00,340.849,43405
25/01/2018 0:00,340.835,39993
26/01/2018 0:00,340.816,31086
27/01/2018 0:00,340.814,16819
28/01/2018 0:00,340.818,12272
29/01/2018 0:00,340.824,22320
30/01/2018 0:00,340.83,16718
31/01/2018 0:00,340.836,30839
1/02/2018 0:00,340.94,12600
2/02/2018 0:00,341.215,12483
3/02/2018 0:00,341.27,25290
4/02/2018 0:00,341.312,12241
5/02/2018 0:00,341.34,12179
6/02/2018 0:00,341.335,37832
7/02/2018 0:00,341.339,9813
8/02/2018 0:00,341.354,12130
9/02/2018 0:00,341.367,20952
10/02/2018 0:00,341.367,33531
11/02/2018 0:00,341.371,25458
12/02/2018 0:00,341.407,32516
13/02/2018 0:00,341.389,59049
14/02/2018 0:00,341.379,21944
15/02/2018 0:00,341.392,17344
16/02/2018 0:00,341.394,12523
17/02/2018 0:00,341.393,12486
18/02/2018 0:00,341.418,7560
19/02/2018 0:00,341.416,12133
20/02/2018 0:00,341.426,12215
21/02/2018 0:00,341.492,12185
22/02/2018 0:00,341.534,12155
23/02/2018 0:00,341.563,12162
24/02/2018 0:00,341.593,12180
25/02/2018 0:00,341.635,12210
26/02/2018 0:00,341.703,12228
27/02/2018 0:00,341.748,12254
28/02/2018 0:00,341.775,12281
1/03/2018 0:00,341.8,12322
2/03/2018 0:00,341.827,12313
3/03/2018 0:00,341.864,12357
4/03/2018 0:00,341.897,12369
5/03/2018 0:00,341.925,12394
6/03/2018 0:00,341.941,12432
7/03/2018 0:00,341.963,12432
8/03/2018 0:00,341.98,15355
9/03/2018 0:00,341.986,12492
10/03/2018 0:00,342,23300
11/03/2018 0:00,342.01,24275
12/03/2018 0:00,342.015,17353
13/03/2018 0:00,342.02,25391
14/03/2018 0:00,342.009,45866
15/03/2018 0:00,341.997,29342
16/03/2018 0:00,342.01,12615
17/03/2018 0:00,342.016,30179
18/03/2018 0:00,342.016,54755
19/03/2018 0:00,342.004,80557
20/03/2018 0:00,341.981,105980
21/03/2018 0:00,341.933,92993
22/03/2018 0:00,341.936,53578
23/03/2018 0:00,341.951,34906
24/03/2018 0:00,341.957,34701
25/03/2018 0:00,341.962,34181
26/03/2018 0:00,341.972,33766
27/03/2018 0:00,341.994,33745
28/03/2018 0:00,342.041,59262
29/03/2018 0:00,342.047,12851
30/03/2018 0:00,342.067,12661
31/03/2018 0:00,342.097,12642
1/04/2018 0:00,342.108,12577
2/04/2018 0:00,342.13,12532
3/04/2018 0:00,342.154,12539
4/04/2018 0:00,342.178,32432
5/04/2018 0:00,342.164,86299
6/04/2018 0:00,342.13,89460
7/04/2018 0:00,342.118,34732
8/04/2018 0:00,342.131,42967
9/04/2018 0:00,342.118,64920
10/04/2018 0:00,342.081,134623
11/04/2018 0:00,342.013,172688
12/04/2018 0:00,341.923,196780
13/04/2018 0:00,341.824,177641
14/04/2018 0:00,341.749,142138
15/04/2018 0:00,341.685,141204
16/04/2018 0:00,341.69,108673
17/04/2018 0:00,341.749,33605
18/04/2018 0:00,341.81,12850
19/04/2018 0:00,341.856,12668
20/04/2018 0:00,341.891,12560
21/04/2018 0:00,341.931,12571
22/04/2018 0:00,341.954,23202
23/04/2018 0:00,341.962,62764
24/04/2018 0:00,341.958,74627
25/04/2018 0:00,341.926,94814
26/04/2018 0:00,341.885,113979
27/04/2018 0:00,341.84,87331
28/04/2018 0:00,341.852,37970
29/04/2018 0:00,341.902,21212
30/04/2018 0:00,341.942,12285
1/05/2018 0:00,341.977,18698
2/05/2018 0:00,342,21957
3/05/2018 0:00,342.021,36411
4/05/2018 0:00,342.026,49377
5/05/2018 0:00,342.032,44906
6/05/2018 0:00,342.067,22384
7/05/2018 0:00,342.1,43356
8/05/2018 0:00,342.103,62850
9/05/2018 0:00,342.107,69132
10/05/2018 0:00,342.085,67307
11/05/2018 0:00,342.093,35402
12/05/2018 0:00,342.136,35377
13/05/2018 0:00,342.163,43226
14/05/2018 0:00,342.166,82993
15/05/2018 0:00,342.138,122620
